Unnamed: 0,Text,WallId,PostId,Source,Title,Price,Currency,Count,Label_gpt,Comment_gpt
68,"#БНИ_ПродамНовая_Москва
#БНИ_Сергей_Че

Продам новые игры, отличный вариант подарка себе и близким)

1. Доп Скеллиге к игре Ведьмак Старый Мир, русская локализация от Гаги. Абсолютно новая в пленке. Промо к этой же игре - Конный Эредин не распечатанный.
Цена допа 9900р., Эредин -2000р.

2. Unmatched Битва Легенд том 2 и Unmatched Джинн/Гудини + фойловые карты. Русская локализация от Гаги, вся серия очень крутая, если не пробовали - настоятельно рекомендую! Абсолютно новая, в пленке.
Цены: все продано, остались только фойловые карты Том2 - 600р.

3. Капсулы времени. Очень нестандартное евро, с новаторскими компонентами и механиками. Абсолютно новая, в пленке.
Цена 2100р.

4. Ниагара. Очень интересная семейная игра с необычными механиками и классным наполнением, для своих лет была просто инновационной, да и сейчас не устарела совсем, не зря ее признали игрой года в 2005. Абсолютно новая, в пленке. Не русифицирована, полностью языконезависима.
Цена 2300р.

5. Орихалк, русская локализация от Эврикус. Игра от легендарного Бруно Каталы: изящные механики, несложное вхождение и красивое оформление. Абсолютно новая, в пленке.
Цена 2300р.

7. Промо монеты к Зверю, металлические, с предзаказа Гаги, не игрались Цена 1800р.

8.Набор промокарт «Эпоха Реформации» к Пакс Ренессанс, не игрались. Промо вводит в игру новые карты правителей и банкиров, империй и банков, а также карту с новым условием победы, что позволит вам попробовать новую стратегию в игре «Pax Renaissance. Русское издание». Цена 500р.

9. Игра Ольтре. Сюжетный кооператив с защитой замка, оформленный потрясающими иллюстрациями Дютре, лучшего художника в настолках, ИМХО. Абсолютно новая, в пленке.
Цена 2900р.

Продажа в Москве, пересыл Почтой РФ. Пакую я бронебойно, отзывов полно! Встреча в центре в рабочее время, помощников не имею. Не бронирую без предоплаты. Ищу к покупке или обмену игру и допы Спартак Кровь и Песок ПнП, игру Cats in the box. с доплатой в одну или другую сторону.

Также продаю тонкие кисти колонок для покраса миниатюр, 2.5*9мм, 2.5*12 мм, 1.5*8 мм. 2*8 мм, 2*12 мм. По 60р/шт, если 10шт и больше то по 50р. За такую цену колонок вы не найдете.",-114967596,592791,vk,Доп Скеллиге к игре Ведьмак Старый Мир,9900,RUB,1,valid,The offer includes detailed description of the bundle matching the provided JSON information.
69,"#БНИ_ПродамБУ_Благовещенск
#БНИ_СДЭК
#БНИ_Авито+5%
#БНИ_Boxberry
#БНИ_id564144510

Продам настольные игры:
1. Серп» база в органайзере !
Пробег - 3 партии.
В отличном состоянии как компоненты, так и коробка.

Цена = 7900 + доставка (Авито доставка + 5%).

2. «Фоллаут» база + дополнения: Новая калифорния и атомные узы.
База вместе с дополнениями находятся в шикарном органайзере от “Mighty box”. 
В отличном состоянии как компоненты, так и коробки.
Карты все в протекторах.
Цена = 9850.",-114967596,591079,vk,Настольная игра 'Фоллаут' база + дополнения: Новая калифорния и атомные узы,9850,RUB,1,valid,The offer clearly lists the bundle 'Настольная игра 'Фоллаут' база + дополнения: Новая калифорния и атомные узы' for the specified price.
70,продам два настенных светильника. 5€ за оба. лимассол.,1121942433,416274,tg,два настенных светильника,5,EUR,2,valid,"The offer clearly states that it includes two wall lamps for a specific price, matching the bundle description."
71,"🌹Грандиозная распродажа
🌹МАТЕРИАЛ 💯% ХЛОПОК
🌹РАЗМЕР 48-50-52-54
🌹ЦЕНА ЗА ШТУКУ 199 РУБЛЕЙ
🌹ЦВЕТА БЕЗ ВЫБОРА",-192083416,10107,vk,Хлопковое платье,199,RUB,1,invalid,The offer does not specify the product or bundle clearly enough for the customer to identify it as a cotton dress.
72,"Распродажа
Цена: 200р
Цена уп 10*170р
Ткань: хлопок
Размер: 57-58 
Арт: 2В-10  Корпус Б
Https://vk.com/cuongchi",-206817857,67931,vk,Ткань хлопок,200,RUB,1,invalid,"The offer lacks detailed information on the specific product details such as type, size, or usage, making it impossible to verify without additional context."
73,"очки массмаркет 
пара - 15 лари
обе отдам за 25 :)

торг уместен 
метро надзаладеви, возможна встреча в центре :)",1332882905,663741,tg,очки массмаркет,25,лари,2,valid,The offer clearly matches the described bundle of 2 items for the specified price and currency.
74,"ручная работа 
велосипед дерево 
40 евро торг 
лимассол",1121942433,243572,tg,велосипед дерево,40,EUR,1,valid,"The offer clearly outlines a wooden bicycle as the bundle with a specified price and count, matching the description."
75,"Весы новые 500 руб, платье р46 цена 600 руб,подвеска 200 руб, платье р,46 цена 600 руб, джинсы джегинсы р,42-44 цена 1000 руб, увлажнитель 600 руб

#БД_одежда",-82544098,655700,vk,Джинсы джегинсы размер 42-44,1000,RUB,1,valid,"The offer clearly specifies a bundle of 'Джинсы джегинсы размер 42-44' with the necessary details such as price and currency, matching the description."
76,"#БНИ_ПродамБУ_Москва
#БНИ_ПродамБУ_МО
#БНИ_Продам_новое_МО
#БНИ_id100579839

Челюсти 2 300р - новая, в пленке
Chocolate factory 4 500р - пара партий, протекторы, самодельный орг.
Иниш 3 500р - одна партия, карты в протекторах
Аргент 3 500р - не игралась, с предзаказа, карты в протекторах
Монстр трюк 2 200р - новая, в пленке, с предзаказа
Летопись 2 200р - в хорошем состоянии
Petrichor: Collector's Edition 8 800р - углы коробки побиты, компотенты в отличном состоянии, коробка не до конца закрывается из-за русских правил
Властители 3 000р - новая, в пленке
Азул шоколатье 3 000р - не игралась
Пригород 3 200р - в отличном состоянии
Rajas of the Ganges: The Dice Charmers 1 700р - новая, в пленке
Селедка 500р - пара партий, карты в протекторах
Флот улов кубов 2 300р - в отличном состоянии, карты в протекторах + доп блокнот
Три сестры 900р - пара партий
Прогулка по Бурано  1 900р  - новая, в пленке
Затерянный остров 700р - одна партия, карты в протекторах 
Куры 900р - пара партий, с предзаказа, карты в протекторах 
Трикерион  9 300р - новая, в пленке
Война кольца (+войны средиземья, владыки средиземья) 12 000р - новая, в пленке
Серп 6 500р - новая, в пленке

По запросу вышлю фото компонентов. Могу передать у метро Новокосино или выслать Авито",-114967596,576990,vk,Куры,900,RUB,1,valid,The offer includes the described bundle with sufficient details for the customer to verify the product.
77,"продам экшн камеру kodak pixpro 4kvr360 с двумя объективами для съёмки панорам 360 градусов и 3d туров в настоящем 4к качестве. камера оснащена механическим стабилизатором.  почти новая, никаких царапин. в комплекте кофе и пульт. 200 евро. в никосии.",1121942433,69482,tg,экшн камера Kodak PIXPRO 4KVR360 с двумя объективами,200,EUR,1,invalid,The offer includes unrelated items (coffee) not mentioned in the bundle description.
78,"1 фото. Боди и чепчик, размер 62. Одевались один раз на выписку. Цена 300 рублей.
2 фото. Боди, размер 62-68, цена за все 300 рублей.
3 фото. Слип, размер 68, цена 100 рублей.
4 фото. Слип, размер 68, цена 100 рублей.
5 фото. Слип, размер 68, цена 100 рублей.
6 фото. Слип, цвет голубой, фото не получилось. размер 68, цена 100 рублей.
7 фото. Слип, размер 68, одевался один раз на праздник, есть минус самая верхняя кнопла сломана, цена 200 рублей.
8 фото. Ползунки, размер 62-68, цена за все 300 рублей.
9 фото. Распашонка, размер 68, цена100 рублей.
10 фото. Комбинезон летний, но плотный. Размер 68, цена 100 рублей.

Если заберете все разом отдадим за 1500 рублей.",-82544098,660389,vk,Боди размер 62-68,300,RUB,1 комплект,valid,The OFFER includes a bundle matching the description with a body size 62-68 for 300 RUB.
79,"1) Ветровка. Подкладка - хлопок. Рукава - на резинке. Размер 122 см. 500 руб. 
2) Толстовка Decathlon новая. Размер 116-122 см. 500 руб. 
3) Толстовка, размер 110-116 см. 400 руб. 
4) Размер 98 см. 400 руб. 
5) Размер 116 см. Каждая по 200 руб. 
6) Новые брючки с пайетками, очень красивые (Турция). Размер 98-104. 400 руб. 
7) Джинсы - стрейч. Размер 128-134. 400 руб. 
8) Сандалии KENKA, липучки крепкие. Размер 29. 500 руб. 
9) Туфли школьные. Размер 31. 700 руб. 
10) Плед детский, размер 92х102. 400 руб.

#БД_одежда #БД_детское #БД_обувь",-82544098,657830,vk,"Плед детский, размер 92х102",400,RUB,1,valid,The bundle matches the described product in the offer with clear details allowing for its verification.
80,"продаваем телевизор panasonic, в отлично состоянии, с водностью подключения appel tv, katrina tv.
в комплекте аудиосистема. 
лимассол 300€, самовывоз, торг уместен.",1121942433,675227,tg,"телевизор panasonic с возможностью подключения appel tv, katrina tv и аудиосистема",300,EUR,1,valid,"The offer provides sufficient information about the bundle, including its components and the price."
81,"Продам письменный стол с ящиками,стол в хорошем состоянии,цена 2000 руб

#БД_мебель",-82544098,635095,vk,письменный стол с ящиками,2000,RUB,1,valid,"The offer clearly describes the product bundle, including its price and configuration."
82,"Распродажа
Простыня на резинке по кугло
Цена: 250 р-80х200+20см 
Цена: 270р-90х200+20см
Цена: 300р-120х200+20см
Цена: 330р-140х200+20см
Цена: 350р-160х200+20см
Цена: 380р-180х200+20см
Цена: 400р-200х200+20см
Ткань: трикотаж состав хлопок
Арт: 2Б-88 корпус А
https://vk.com/id411325659",-203393330,96663,vk,Простыня на резинке 90х200+20см,270,RUB,1,valid,"The offer clearly specifies the bundle, including size, price, and fabric details, allowing customers to understand and verify the product."
83,"горелка 25 
чемодан 45 (не выдвигается ручка) 
куртка саломон голубая размер м - 95 лари 

сапоги мужские экко 42 размер - 250 лари 
сапоги женские декатлон 40 - 60 лари 
кроссовки новые адидас реплика 80 лари 

платье монки- 25 лари 
платье с птицей - 40 лари
штаны мужские декатлон м-л - 45 лари 
куртка зимняя лыжная мужская состояние супер - 400 лари 

подушка для путешествий новая 50 лари",1332882905,782156,tg,платье с птицей,40,лари,1,valid,The offer clearly lists the bundle with the correct count and price.
84,"продам белый столик
30 евро
есть потертости, на фото их видно
самовывоз 
souni-zanakia, limassol",1121942433,327491,tg,белый столик,30,EUR,1,valid,"The OFFER contains the described bundle, matches the 'Count' for the 'Price' specified in 'Currency', and provides enough detail to understand the product without additional context."
85,"45€ профессиональный фен для укладки и сушки волос , состояние новое.лимассол",1121942433,699935,tg,профессиональный фен для укладки и сушки волос,45,EUR,1,valid,"The offer clearly describes a single bundle with matching price and currency, making it understandable and verifiable."
86,"Грандиозная распродажа
Классное Футболки с длинными рукавами 
Отличное качество трикотажа 👌👌👌
Размеры : 48,50,52,54,56
Цена за штук 199💥💥💥💥. 😎😎
Мы бронируем товар 💫💫💫
Место :корпус А - 2А-54 
Спешите  🏃‍♂️🏃‍♂️пока они есть у нас 😉😉
Подробнее на https://vk.com/wall488363770_21000",-192083416,12954,vk,Футболки с длинными рукавами,199,RUB,1,invalid,"The offer lacks specific details about the bundle composition, making it impossible to verify without additional context."
87,"Посуда.когда то собирала гжель потом перестала, остальная посуда из ресторана он закрылся и вот и и причина продажи. Гжель.вазы Индия,рюмочки с подносом. Подставки для торта, жилейницы или для мороженого, для фруктов или овощей, вызы.вся посуда без сколов и трещин. Что то новое вообще. Забираем метро Щелковская далее авт до ост Новый городок. за все 2000",-48332904,732486,vk,"Гжель вазы Индия, рюмочки с подносом",2000,RUB,1,invalid,"The OFFER includes multiple items in addition to the described bundle, lacking detail specific to the 'Гжель вазы Индия, рюмочки с подносом' bundle alone."
88,"1) шорты Nike
Состояние: 10/10
Сайз: L
Цена: 1200❤ руб

2) кепка Оливера Kahn
Состояние: 10/10
Цена: 500❤ руб

3) Свитшот Fruit of the loom 
Сайз: L
Состояние: огонь
Цена: 1500❤ руб

Метро университет",-48332904,724426,vk,шорты Nike,1200,RUB,1,valid,The offer clearly matches the bundle description provided.
89,"Nokian Tyres Nordman 7 185/65 R14. Шипованная! 
Резина в отличном состоянии! Не бывала в ремонте, полностью целая и соответствует фотографиям! 
Гаражное хранение. Протектора много. 
4000р. шт. 
Вопросы в лс!",-96362008,205416,vk,Шипованная резина Nokian Tyres Nordman 7 185/65 R14,4000,RUB,1,invalid,"The offer lacks details on the bundle count, making it unclear if the price is for a single tire or a set."
90,"Продаю игровой компьютер. Цена: 30.000₽ Система быстрая, стоит видеокарта RTX 2060 всё на ультра тянет. Современный комп продаю по не надобности. Без торга.",-90442795,349992,vk,игровой компьютер с видеокартой RTX 2060,30000,RUB,1,valid,"The offer clearly describes a single gaming computer bundle with an RTX 2060, matching the description provided."
91,"Диски PS4 PLAYSTATION 4 Возможно отправка . 
Скидка за несколько штук. 
Dualshock 4 джойстик оригинальный 3450 
Gta 5 1800 
Mortal kombat x 1200 
Pubg 1200 
Street fighter v 1200 
Ratchet and clank 1100 
Gran turismo sport 1100 
Uncharted 4 1100 
Infamous второй сын 1000 
Raibow six осада 1000 
Watch dogs 900 
Drive club 950 
Horizon complete 950 
Fifa15 400 
Fifa 14 300",-96362008,197773,vk,Infamous второй сын,1000,RUB,1,valid,The offer clearly specifies the game 'Infamous второй сын' with a price of 1000 RUB for one unit which matches the bundle description.
92,"#БНИ_ПродамНовая_Краснодар 
#БНИ_Авито 
#БНИ_Почта 
#БНИ_Сберлогистика 
#БНИ_Альф (хэштэг автора, смотрите мои прочие объявления по нему) 
 
Доставка по РФ от 150 рублей!!! При покупке нескольких позиций скидка. Разумеется, можно объединять с позициями из моих других объявлений. Смотрите их по хэштегу👆🏻

1. Ольтре - 3500, Мёртвые и живые - 1100 (новые)
2. Тортуга 2199 Специальное издание (с допом и турельками, новая) - 4100
3. Еще один день (новая) - 2800
4. Забытые моря (новая) - 3800
5. Порт-Ройал (новая) - 2100
6. Хора Становление империи (новая) - 3300
7. Бухта торговцев - 5490, Драконолог - 1600, Оракул - 1600, Тайник разбойников - 1600, Хозяин таверны - 1600
8. Неустрашимые Северная Африка - 2400, Нормандия - 2400 (новые)
9. Криптид (новая) - 1900
10. Чемпионы Мидгарда - 3100, Вальхалла и Темные горы - 2500, комплект - 5500 (новые)
11. Мортум - 2250, Убежище - 950, комплект - 3100
12. Маленький цирк + Братья-акробаты - 3100 (новые)
13. Кто же тут? (новая) - 1000
14. Большая Бродилка - 1600, Ещё Больше Приключений - 400, На пути к трону желаний - 1700, комплект - 3600
15. Город Великой машины - 3400, Последователи - 1250, Эскалация - 1700 (новые)
16. Бумажные подземелья - 1650, Особые поручения - 1760, комплект - 3300 (новые)
17. Нуар (новая) - 1000
18. Палео - 3300, Новое начало - 1650, Ужасные птицы - 330, Обряд посвящения - 330 (новые)
19. Шериф Ноттингема 1я ред. (новая) - 3000
20. Опасные слова (новая) - 1700
21. Выше и ниже (новая) - 2800
22. Вечная Зима Палеоиндейцы (новая) - 5950, Верные Друзья - 450, Священные Земли - 450, Северное Сияние - 450
23. Марипосас (новая) - 3200
24. Скала ведьм (новая) - 3200
25. Траян (новая) - 3350
26. Зомбицид - 10700, Вашингтон, округ Зомбия - 4600, Форт Хендрикс - 4600, Городские легенды - 2100, Солдаты-зомби - 1100, Хроники выживших - 2500 (новые)
27. Анх Боги Египта (новая) - 8000
28. Иниш (новая) - 5000, Сезоны - 3000
29. Идеальный кадр (новая) - 2450
30. Натиск! (новая) - 2100
31. Сонора (новая) - 1850
32. Предвидение (новая) - 3200
33. Ужас Аркхэма Карточная игра - 2100, Наследие Данвича Кампания 3300, Сыщики 2100, Возвращение 1500; На краю земли Кампания 3300, Сыщики 2100; Алые ключи Кампания 3300, Сыщики 2100; Путь в Каркозу Кампания 3300, Сыщики 2100, Возвращение 1500; Весь цикл Забытая эпоха 5400; Нарушенный круг Кампания 3300, Сыщики 2100, Возвращение 1650, Капля, поглотившая всё 850, Лабиринты безумия 850, Стражи Бездны 850, Война Внешних богов 850, Убийство в отеле Эксельсиор 850, Фортуна и безрассудство 850, Карнавал ужасов 660, Проклятие ругару 660, Ночь фанатички Возвращение 1500, Сыщики по 660 (новые)
34. Сэкигахара (новая) - 4200

Любые способы доставки ТК. Доставка в большинство населенных пунктов от 150 до 300 рублей. Доставка по Краснодару или самовывоз. Все вопросы в ЛС, пожалуйста, а не в комменты. Смотрите мои объявления по хэштегу👆🏻",-114967596,591087,vk,Траян,3350,RUB,1,valid,"The offer clearly lists 'Траян' with a specific price, count, and currency that matches the description."
93,"1. джинсы женские monki 27 размер, mom jeans, высокая талия, 1000₽
2. джинсы женские h&m, 27 (42) размер, широкие джинсы, высокая талия, 1000₽
3. шорты джинсовые женские monki 27 размер, высокая талия, 900₽
4. джинсы мужские colin’s 32 размер, 1100₽
5. куртка женская termit, размер 42, 2400₽
6. пальто женское stradivarius, размер 42 s, 4000₽
7. ботинки оксфорды женские 39 размер, 900₽

всё в отличном качестве, в лс могу скинуть доп фото и инфу. личная встреча м.марьино/братиславская.",-48332904,724421,vk,пальто женское stradivarius,4000,RUB,1,valid,"The offer clearly specifies the bundle with a title, count, and price in the correct currency."
94,"ФУТБОЛКИ МУЖСКИЕ ВЕЛИКАН 
В РАЗМЕРЕ ТКАНЬ 100% ХЛОПОК 

Количество без ограничения 

РАЗМЕР 58,60,62,64,66

ЦЕНА ЗА ШТУК 170 РУБЛЕЙ
БЕЗ ВЫБОРА
Подробнее на https://vk.com/wall488363770_20242",-192083416,12452,vk,"Футболки мужские Великан, 100% хлопок, размеры 58-66",170,RUB,1,valid,The offer clearly describes a single bundle of a cotton men's T-shirt in sizes 58-66 for 170 RUB.
95,"koton клёш штаны 
размер (s-m) рост 170
35 gel",1332882905,368173,tg,штаны клёш koton,35,GEL,1,valid,"The offer details are clear, including item description, count, price, and currency, matching the bundle description provided."
96,"продаю новую пудру artdeco с spf 50 для обновления солнцезащиты поверх макияжа. ни разу не пользовалась, заказывала онлайн в итоге не подошел цвет.  покупала за 78 лари. пишите в лс 🤍",1332882905,506509,tg,пудра artdeco с spf 50,78,GEL,1,valid,"The offer clearly specifies the product bundle, its price, and currency which matches the description provided."
97,"продаю:
1) кеды, новые, неношеные, размер 41, мне оказались маловаты, подойдут скорее на размер  40. цена: 50 gel
2) тени my dream palette от natasha denona, покупала в им sephora в феврале этого года. использовала раз 7-9. цена: 120 gel
метро 300 арагвели / ул. диди хеивани",1332882905,587719,tg,"кеды, новые, неношеные, размер 40",50,GEL,1,valid,"The offer clearly describes a single bundle of new, unworn sneakers size 40 for the specified price and currency."
98,"Распродажа
Цена: 650р
Цена уп 10*600р
В упаковке разный цвет
Ткань: 50% Ангора +10% шерсть +30% вискоза +10% нейтон 
Размер: единый 8 лет до взрослых
Арт: 2В-10 Корпус Б
Https://vk.com/thucthang01",-206817857,62709,vk,Ткань смешанного состава,6000,RUB,10,invalid,"The offer lacks clear information about the bundle's contents, making it impossible to verify against the bundle description."
99,"💞💞💞💞💞💞💞💞💞💞
💥💥Новое поступление💥💥
Спрайт сатин

🌹КОМПЛЕКТ ПОСТЕЛЬНОГО БЕЛЬЯ ОТ 
ФИРМА ""ПАНДОРА""

           РАЗМЕР  :  полуторки
🌹ПОДОДЕЯЛЬНИК 150×220 см  
🌹ПРОСТЫНЯ  150×220 см  ( 1 )
🌹НАВОЛОЧКА 70Х70 см.    ( 2 ) 
🌹ЦЕНА ЗА ШТУК 850₽

.    Размер : двухспальный
Пододеяльник 180×220 см
Простыня 180×220 см
Наволочка 70×70 ( 2 )
Цена за штуку 950₽

.    Размер Евро
Пододеяльник. 200×220 см
Простыня.   220×240 см
Наволочка 50×70  2шт
Наволочка 70×70  2шт
Цена 1200₽

.    размер   семейный
Пододеяльник 150×220 см 2шт
Простыня 220×240 
Наволочка 50×70 2шт
Наволочка 70×70 2шт
Цена 1450₽

Рекомендации по уходу:
Стирка при 40°С, без использования хлора. Отжим произвольный гладить на втором уровне

ПО АДРЕСУ 2A-54 КОРПУС А
WhatsApp для информации 8 926 723 07 20
Подробнее на https://vk.com/wall488363770_23156
Подробнее на https://vk.com/wall488363770_23336",-192083416,15062,vk,Постельное белье размера Евро от фирмы Пандора,1200,RUB,1 комплект,valid,"The OFFER clearly specifies the components, count, and price for the described European size bedding set from Pandora, allowing for straightforward verification."
