,Text,Id,Length,Nums,Tokens,NumsPerWord,TokensPerWord,Wall
82,"——-продам джинсы и штаны для беременных, разных фирм, фасона и цвета. всего 6 штук.
трое из них вообще ниразу не надевала, фото скину в лс. за все 6 штук - 70 лари. так же можно купить по одному за 20 лари.
——-продаю бандаж для беременных, надевала два раза, не пригодился. 30 лари
——- продам корсет послеродовой, мне не пригодился 30 лари 
——- продам компрессионные чулки, первой компрессии, размер xl , телесного цвета, надевала 2 раза для перелетов.
——-вещи на девочку 50+ размер: 4 слипа, 6 бодиков, 3 ползунков за все 30 лари
фото скину в  лс.","{""platform"": ""telegram"", ""wall_id"": 1332882905, ""post_id"": 614913}",97,12,274,0.1237113402061855,2.8247422680412373,1332882905
83,"🇬🇪трансфер в грузию🇬🇪
каждую пятницу выезжаем из минска 
📍проезжаем: гомель, брянск,орел, воронеж, ростов, кропоткин, невинномыск, минеральные воды, нальчик, владикавказ, тбилиси, батуми!
✅из грузии в беларусь по вторникам 
✅wi-fi ,розетки
✅берём посылки📦
‼️акционные цены‼️
+375 25 535-28-98
@minsk_georgia
telegram,whatsapp,viber
реклама согласована с @ads_geo_bot","{""platform"": ""telegram"", ""wall_id"": 1332882905, ""post_id"": 439559}",46,3,211,0.0652173913043478,4.586956521739131,1332882905
84,"продам:
• apple watch series 3, 38 mm - 210 лари
• перфоратор total - 100 лари
• центр умного дома aquara hub m2 - 70 лари
• стойка для бутылок - 10 лари
• бокалы 4 шт - 10 лари 

книги:
• чистый лист (стивен пинкер) - 30 лари
• укрощение бесконечности - 10 лари
• любовь во время карантина - 10 лари
• введение в психоанализ - 5 лари
• эффективный коучинг - 10 лари
• эмоциональное лидерство - 15 лари
• справочник куратора - 15 лари
• письма на заметку. любовь - 10 лари
• сезанн - 5 лари","{""platform"": ""telegram"", ""wall_id"": 1332882905, ""post_id"": 654950}",88,18,261,0.2045454545454545,2.965909090909091,1332882905
85,"новые ✅ 
стелька 26,5 см 👍
цена 120 лари 🔥🔥🔥🔥🔥🎁","{""platform"": ""telegram"", ""wall_id"": 1332882905, ""post_id"": 372609}",10,2,41,0.2,4.1,1332882905
86,"продаю свет в гроубокс, 2 шт, 100 вт каждая, коббы. спектр смешанный, были в использовании два цикла. в подарок отдам подвесы. 450 лари
ещё другие товары (одежда, мелкая техника, хобби и тд) в моем канале","{""platform"": ""telegram"", ""wall_id"": 1332882905, ""post_id"": 638770}",35,3,105,0.0857142857142857,3.0,1332882905
87,"боксерские перчатки

venum elite
сделаны в таиланде
вес 14oz

использовались около года, в идеальном состоянии

для спаррингов — несмотря на большой вес, имеют мягкую подушку, чтобы меньше травмировать соперника

90 лари / 30$

в подарок отдам пару сушилок, которые увеличивают срок службы перчаток

для связи — @apalevich","{""platform"": ""telegram"", ""wall_id"": 1332882905, ""post_id"": 353016}",47,3,156,0.0638297872340425,3.3191489361702127,1332882905
88,120л calvin klein оригинал,"{""platform"": ""telegram"", ""wall_id"": 1332882905, ""post_id"": 692621}",5,1,10,0.2,2.0,1332882905
89,"всем привет!

продаю доску с гвоздями садху абсолютно новую

 доска с динамическими гвоздями идеально подходит в том числе и новичкам для освоения гвоздестояния. подвижность гвоздей обеспечивает более мягкий вход в практику. садху-доски с динамическими гвоздями, обеспечат плавное погружение в практику. 
🔳 цена 130 лари
🔳 могу встретится у метро марджанишвили","{""platform"": ""telegram"", ""wall_id"": 1332882905, ""post_id"": 613632}",51,1,190,0.0196078431372549,3.725490196078432,1332882905
90,"оригинальные нью роки
40 размер 
400 лари","{""platform"": ""telegram"", ""wall_id"": 1332882905, ""post_id"": 642822}",7,2,18,0.2857142857142857,2.571428571428572,1332882905
91,"adidas zx 2k boost (новые)
размер: 42
привёз из америки, не подошёл размер
150 лари","{""platform"": ""telegram"", ""wall_id"": 1332882905, ""post_id"": 534737}",15,3,40,0.2,2.6666666666666665,1332882905
92,"ультратонкие презервативы из натурального латекса, покрыты силиконовой смазкой с нейтральным ароматом. длина 190 +/- 2 мм, ширина 54 +/- 2 мм, толщина 0,05 мм.

25 лари
ⓜ️ марджанишвили","{""platform"": ""telegram"", ""wall_id"": 1332882905, ""post_id"": 628171}",28,6,105,0.2142857142857142,3.75,1332882905
93,"теннисные мячи 
отдам все за 10 лари","{""platform"": ""telegram"", ""wall_id"": 1332882905, ""post_id"": 763481}",7,1,20,0.1428571428571428,2.857142857142857,1332882905
94,"продам:
samsung galaxy a31 (sm-a315f). цена: 300 gel","{""platform"": ""telegram"", ""wall_id"": 1332882905, ""post_id"": 324427}",9,3,22,0.3333333333333333,2.4444444444444446,1332882905
95,"продам игры на ps5:

mortal kombat 11 — 65 лари 

stray — 65 лари

sackboy (сэкбой), на русском — 150 лари

nba 2k23 — 150 лари

ratchet and clank: rift apart (сквозь миры), на русском — 125 лари 

продаю потому что надо лечить котят","{""platform"": ""telegram"", ""wall_id"": 1332882905, ""post_id"": 813447}",44,8,112,0.1818181818181818,2.5454545454545454,1332882905
96,продам тарелки по 3 лари штука,"{""platform"": ""telegram"", ""wall_id"": 1332882905, ""post_id"": 490414}",6,1,17,0.1666666666666666,2.833333333333333,1332882905
97,"кеды белые на платформе adidas original nizza platform shoes
р-р us 9.1/2 / uk 8/ по стельке 26.5 см
цена 170 140 лари
больше вещей тут","{""platform"": ""telegram"", ""wall_id"": 1332882905, ""post_id"": 597306}",27,5,62,0.1851851851851851,2.2962962962962963,1332882905
98,"❗продам игровой ноутбук asus zephyrus g14❗

тянет все современные игры, отлично подходит для сложных задач.
покупал в январе 2023 года в грузии
есть чек и гарантия
 
✅model: zephyrus g14 - ga401qm-211.zg14b

✅os: windows 11 home

✅процессор: amd ryzen 9 5900hs
cpu configuration: eight core cpu speed: 3.3ghz

✅экран: 14"" qhd ips pantone anti-glare 120hz (2560 x 1440)

✅оперативная память: 16gb ddr4 / 3200hz (можно расширить до 32гб)

✅ssd: 1tb nvme ssd

✅видеокарта: nvidia geforce rtx 3060 6gb gddr6

✅клавиатура: only us, english

💲цена 3300 лари💲","{""platform"": ""telegram"", ""wall_id"": 1332882905, ""post_id"": 638771}",87,23,272,0.264367816091954,3.126436781609196,1332882905
99,"продам : 

 1. ботфорты (35.5-36р)- 50 лари
 2. телефон - 20 лари
 3. корзина для фруктов - 15 лари
 4. ботиночки (24 размер) - 45 лари 
 5. стич (большой) - 15 лари
 6. копилка - 10 лари
 7. мяч для бейсбола (орига) - 20 лари
 8. фиксатор для колена размеры м и s - за все 30 лари

📍варкетили / яндекс доставка📍","{""platform"": ""telegram"", ""wall_id"": 1332882905, ""post_id"": 518699}",56,19,178,0.3392857142857143,3.1785714285714284,1332882905
