Text,WallId,PostId,Source,GptResponse
"msi gs65 stealth игровой ноут.
i7 8750h
1070 max-q
16gb ram
256gb ssd + 1tb ssd samsung 870 evo
rgb подсветка
144hz экран
thuderbolt3 

без вмятин и царапин (металический корпус)

оригинальная зарядка.

725 евро",1121942433,258886,tg,"{
  ""place"": null,
  ""bundles"": [
    {
      ""name"": ""MSI GS65 Stealth игровой ноутбук"",
      ""quantity"": ""1"",
      ""price"": 725,
      ""currency"": ""EUR""
    }
  ]
}"
"продам macbook pro 13 , 2018 touchbar , 500gb с русской раскладкой 450 евро",1121942433,658099,tg,"{
  ""place"": null,
  ""bundles"": [
    {
      ""name"": ""macbook pro 13, 2018 touchbar, 500gb с русской раскладкой"",
      ""quantity"": ""1"",
      ""price"": 450,
      ""currency"": ""EUR""
    }
  ]
}"
"Распродажа
Цена: 300р
Ткань: хлопок
Размер: 48-50-52-54-56
Без выбора цвета
Арт: 28-88",-203393330,135848,vk,"{
  ""bundles"": [
    {
      ""name"": ""Ткань хлопок"",
      ""quantity"": ""1"",
      ""price"": 300,
      ""currency"": ""RUB""
    }
  ]
}"
"каждая вещь по 50 лари
все новое",1332882905,746079,tg,{}
"Распродажа
Цена: 350р
Ткань: масло
Размер:  50.52.54.56.58 в размер 
Без выбора цвета
Арт: 2-2-03 корпус А
https://vk.com/club175574421",-203393330,114294,vk,"{
  ""place"": ""Арт: 2-2-03 корпус А"",
  ""bundles"": [
    {
      ""name"": ""Ткань масло"",
      ""price"": 350,
      ""currency"": ""RUB""
    }
  ]
}"
"продаются в связи с переездом корзины пластмассовые 23х12х15 см, 3 шт,две светло-кремовые, 1 серая. покупались в domino. в отличном состоянии. 20 лари за 3 шт.
корзина для белья с крышкой. 15 лари.
30 лари за комплект",1332882905,810949,tg,"{
  ""place"": null,
  ""bundles"": [
    {
      ""name"": ""пластмассовые корзины 23х12х15 см"",
      ""quantity"": ""3 шт"",
      ""price"": 20,
      ""currency"": ""лари""
    },
    {
      ""name"": ""корзина для белья с крышкой"",
      ""quantity"": ""1"",
      ""price"": 15,
      ""currency"": ""лари""
    }
  ]
}"
"продается мини-пылесос mi vacuum cleaner mini xiaomi, 55л",1332882905,361752,tg,"{
  ""place"": null,
  ""bundles"": []
}"
"Цена 450р
распродажа 
Ткань хлопок 
Размер 54 56  58 60 62 64 66 
тц корпус А 1А-84",-206817857,114867,vk,"{
  ""place"": ""тц корпус А 1А-84"",
  ""bundles"": [
    {
      ""name"": ""Ткань хлопок"",
      ""price"": 450,
      ""currency"": ""RUB""
    }
  ]
}"
"Комплект литых дисков r15 4x100 kia/hyundai вместе с резиной. Стояли на kia rio 3 поколения. Без сварок и прочего ремонта. Резина без порезов и грыж, на 2 сезона точно хватит. В подарок гайки и балонник. Цена 18000.",-48332904,718025,vk,"{
  ""place"": null,
  ""bundles"": [
    {
      ""name"": ""Комплект литых дисков r15 4x100 kia/hyundai с резиной"",
      ""quantity"": ""1"",
      ""price"": 18000,
      ""currency"": ""RUB""
    }
  ]
}"
"Санкт-Петербург
Часы Casio 593 A163W
1000р
Модель: 593 A163W;
Состояние: почти новое;
Функции: будильник, хронограф;
12ч/24ч режим;
Функция дня и даты;
Водостойкие;
Задняя часть сделана из нержавеющей стали.
#барахолка #барахолка@networksales #продам #объявления #товары #спб",-1485,199723,vk,"{
  ""place"": ""Санкт-Петербург"",
  ""bundles"": [
    {
      ""name"": ""Часы Casio 593 A163W"",
      ""quantity"": ""1"",
      ""price"": 1000,
      ""currency"": ""RUB""
    }
  ]
}"
"новая духовка с кофеваркой 3 в 1 . размер 50х25 . жаркое,выпечка ,грили жарки, мощность 1050 вт-1250вт. емкость духовки 9л. емкость кофеварки 6 чашек. контроль температуры до 230 градусов. 30 ти минутный таймер с звонком. индикатор. 
75 евро бесплатная доставка по кипру.лимассол",1121942433,696517,tg,"{
  ""place"": ""Лимассол, бесплатная доставка по Кипру"",
  ""bundles"": [
    {
      ""name"": ""Новая духовка с кофеваркой 3 в 1"",
      ""quantity"": ""1"",
      ""price"": 75,
      ""currency"": ""EUR""
    }
  ]
}"
"ДАРОМ:
1. Куртка зимняя женская, пух-перо, мех на капюшоне настоящий, 44 р
2. Пальто весеннее оранжевое женское( можно на девочку) 42 р 
3. Пальто весеннее женское двуцветное, 44 р
4. Жилет женский розовый ( можно девочке) 40-42 р
5. 3 кофты и платье 44 р 
6. 3 шорт и юбка 42-44 р
7. Платье оранжевое 44 р 
8. Блуза черная 42 р 
9. Кроссовки на девочку 21 ( маломерки)
10. Обувь на девочку, белые чешки 24, остальное все на 25

#БД_одежда #БД_детское #БД_обувь",-82544098,640751,vk,"{
  ""place"": ""ДАРОМ"",
  ""bundles"": []
}"
"продам вот такой смартфон синего цвета , куплет 31 марта за 150 евро, продам за 100 евро. хорошее состояние. хорошо работает. лимасол. неаполис",1121942433,331521,tg,"{
  ""place"": ""лимасол. неаполис"",
  ""bundles"": [
    {
      ""name"": ""смартфон синего цвета"",
      ""quantity"": ""1"",
      ""price"": 100,
      ""currency"": ""EUR""
    }
  ]
}"
"Приветствую! Сегодня, примерно в 22:00 часа, был найден наушник airpods 3 поколения. Произошло это на остановке метро Баррикадная. Верну владельцу, проверять будем вместе по серийному номеру. Пишите в ЛС",-48332904,717382,vk,"{
  ""place"": ""остановка метро Баррикадная"",
  ""bundles"": []
}"
"ЦЕНА: 11000₽. Ноутбук от компании HP (15-ay511ur). Состояние нового. Аккумулятор заряд держит. Абсолютно бесшумный. ===================== - Процессор Intel Pentium QuadCore N3710 (4 ядра - 4 потока, стоковая частота - 1.6Ггц, в бусте - 2.56Ггц). - Оперативная память: 4гб DDR3L 1600mhz. - SSD 240гб. - Экран 15.6 (1366х768). Яркий и насыщенный. - Видеоадаптер: Intel HD Graphics (1Гб). - Прекрасный звук DTS Audio. ===================== Из недостатков, только микро трещинка на крышке матрицы, еле заметная, не критично от слова совсем, но она есть) (на фото обвёл). ===================== Любые вопросы и проверки. Пишите. Территориально метро Комендантский проспект, ул. ПЛАНЕРНАЯ 67 К4.
#барахолка #барахолка@networksales #продам #объявления #товары #спб",-1485,203852,vk,"{
  ""place"": ""метро Комендантский проспект, ул. ПЛАНЕРНАЯ 67 К4"",
  ""bundles"": [
    {
      ""name"": ""Ноутбук HP 15-ay511ur"",
      ""quantity"": ""1"",
      ""price"": 11000,
      ""currency"": ""RUB""
    }
  ]
}"
"свитер befree - 25 gel
размер s
цвет зелено-синий, крупная вязка, удлиненная спинка
забирать м медуниверситет, ул. а.цагарели
больше предложений по ссылке в профиле",1332882905,705101,tg,"{
  ""place"": ""м медуниверситет, ул. а.цагарели"",
  ""bundles"": [
    {
      ""name"": ""свитер befree"",
      ""quantity"": ""1"",
      ""price"": 25,
      ""currency"": ""GEL""
    }
  ]
}"
"продам 2 тумбочки икея на колесиках, с корзинами ручной работы. состояние новых. 
брали за 144 евро, отдаем за 65 евро 
лимассол
бронь до выходных",1121942433,678558,tg,"{
  ""place"": ""лимассол"",
  ""bundles"": [
    {
      ""name"": ""тумбочки икея на колесиках с корзинами ручной работы"",
      ""quantity"": ""2"",
      ""price"": 65,
      ""currency"": ""EUR""
    }
  ]
}"
"mi smart projector 2 pro
в идеальном состоянии, насыщенная цветовая гамма,
фокус с изменением контуров на стене под любым углом. 1080 fhd.
цена 650€",1121942433,377865,tg,"{
  ""place"": null,
  ""bundles"": [
    {
      ""name"": ""mi smart projector 2 pro"",
      ""quantity"": ""1"",
      ""price"": 650,
      ""currency"": ""EUR""
    }
  ]
}"
продам игру для nintendo switch pokemon shield со стилбуком за 45€. лимассол,1121942433,615641,tg,"{
  ""place"": ""лимассол"",
  ""bundles"": [
    {
      ""name"": ""игра для nintendo switch pokemon shield со стилбуком"",
      ""quantity"": ""1"",
      ""price"": 45,
      ""currency"": ""EUR""
    }
  ]
}"
apple iwatch series 3 без царапин - лимассол 100€,1121942433,657517,tg,"{
  ""place"": ""лимассол"",
  ""bundles"": [
    {
      ""name"": ""apple iwatch series 3 без царапин"",
      ""quantity"": ""1"",
      ""price"": 100,
      ""currency"": ""EUR""
    }
  ]
}"
"Распродажа
Набор из двух полотенец из микрофибры. 
Цена: 200р
Размер баня: 70*140 см. 
Размер мини-лицо: 35*75 см 
Состав: 100% Микрофибра.. 
Материал: Микрофибра. 
Арт: 2В-38 корпус Б",-203393330,95114,vk,"{
  ""place"": ""2В-38 корпус Б"",
  ""bundles"": [
    {
      ""name"": ""Набор из двух полотенец из микрофибры"",
      ""quantity"": ""2"",
      ""price"": 200,
      ""currency"": ""RUB""
    }
  ]
}"
"Распродажа
Цена' 350р 
Ткань Лайт 
Размеры 50 52 54 56
Без выбора цвета
Арт: 24-89
https://vk.com/biloliddin2270",-203393330,124502,vk,"{
  ""place"": ""https://vk.com/biloliddin2270"",
  ""bundles"": [
    {
      ""name"": ""Ткань Лайт, Арт: 24-89"",
      ""quantity"": ""1"",
      ""price"": 350,
      ""currency"": ""RUB""
    }
  ]
}"
"Горшок керамический б/у 37 см в диаметре. Без сколов, в отличном состоянии. 
Цена: 1500р. Такой горшок в красной ниве стоит 2800р. 
Встреча в Долгопрудном. Могу поднести к общагам.",-177461486,51179,vk,"{
  ""place"": ""Долгопрудный"",
  ""bundles"": [
    {
      ""name"": ""Горшок керамический б/у 37 см"",
      ""quantity"": ""1"",
      ""price"": 1500,
      ""currency"": ""RUB""
    }
  ]
}"
"Трусы
Цена 3шт 600руб
Цена 6шт 900руб
Распродажа 
Размер:52-54-56-58-60
Тц корпус А 2А-18/1у
https://vk.com/id621058414",-206817857,109983,vk,"{
  ""place"": ""Тц корпус А 2А-18/1у"",
  ""bundles"": [
    {
      ""name"": ""Трусы"",
      ""quantity"": ""3 шт"",
      ""price"": 600,
      ""currency"": ""RUB""
    },
    {
      ""name"": ""Трусы"",
      ""quantity"": ""6 шт"",
      ""price"": 900,
      ""currency"": ""RUB""
    }
  ]
}"
"Новинки 2023г
Костюмы двойки для тренировок
Качество очень хорошая 
Размер 42 44 46 48 50 52
Цена 499₽
Подробнее на https://vk.com/wall488363770_20217",-192083416,12426,vk,"{
  ""place"": null,
  ""bundles"": [
    {
      ""name"": ""Костюмы двойки для тренировок"",
      ""quantity"": ""1"",
      ""price"": 499,
      ""currency"": ""RUB""
    }
  ]
}"
"Парка nike 
В отличном состоянии
Размер L
Обхват груди 104-112см
На рост 174-182примерно
Встреча метро вднх
Цена 10500",-48332904,714839,vk,"{
  ""place"": ""метро вднх"",
  ""bundles"": [
    {
      ""name"": ""Парка nike размер L"",
      ""quantity"": ""1"",
      ""price"": 10500,
      ""currency"": ""RUB""
    }
  ]
}"
irinafatyuk нарушил правила чата и не сможет писать до 27.08.2023 15:24:07. правила чатов,1332882905,579216,tg,{}
"продам усилитель с колонками радиотехника s30b + у101-стерео, тбилиси, 300 лари",1332882905,502352,tg,"{
  ""place"": ""тбилиси"",
  ""bundles"": [
    {
      ""name"": ""усилитель с колонками радиотехника s30b + у101-стерео"",
      ""quantity"": ""1"",
      ""price"": 300,
      ""currency"": ""GEL""
    }
  ]
}"
"Распродажа
Коробка конверт для цветов
Цена: 125р
Цена: упк 2×125=250р
Размер: 19,5×29,5×6,5см
АРТ: 9-76",-203393330,65331,vk,"{
  ""place"": null,
  ""bundles"": [
    {
      ""name"": ""Коробка конверт для цветов"",
      ""quantity"": ""1"",
      ""price"": 125,
      ""currency"": ""RUB""
    },
    {
      ""name"": ""Коробка конверт для цветов, упаковка 2 штуки"",
      ""quantity"": ""2"",
      ""price"": 250,
      ""currency"": ""RUB""
    }
  ]
}"
"соковыжималка, пафос, 50€, брал за 100, пользовались раз 10",1121942433,640093,tg,"{
  ""place"": ""пафос"",
  ""bundles"": [
    {
      ""name"": ""соковыжималка"",
      ""quantity"": ""1"",
      ""price"": 50,
      ""currency"": ""EUR""
    }
  ]
}"
"пылесос samsung - 150 лари - бронь
в комплекте с коробкой и чеком. идеальное состояние 
📍 самовывоз по адресу у м. руставели",1332882905,503987,tg,"{
  ""place"": ""самовывоз по адресу у м. руставели"",
  ""bundles"": [
    {
      ""name"": ""пылесос Samsung с коробкой и чеком"",
      ""quantity"": ""1"",
      ""price"": 150,
      ""currency"": ""RUB""
    }
  ]
}"
"вечернее платье 150 лари 
одевала один раз в хорошем состоянии
размер:
42 турецкий 
48 российский 
l-xl",1332882905,796126,tg,"{
  ""place"": null,
  ""bundles"": [
    {
      ""name"": ""вечернее платье"",
      ""quantity"": ""1"",
      ""price"": 150,
      ""currency"": ""GEL""
    }
  ]
}"
"Распродажа
Букет цветов
Цена упк: 40×43р=1720р
В упк: 40 букетов разные цвета
Высота: 40см, 6-головок
АРТ: 28-79
https://vk.com/minh2019",-203393330,69732,vk,"{
  ""place"": ""https://vk.com/minh2019"",
  ""bundles"": [
    {
      ""name"": ""Букет цветов"",
      ""quantity"": ""40 букетов"",
      ""price"": 1720,
      ""currency"": ""RUB""
    }
  ]
}"
"Продам, пружина стоит усиленная. 4.000 рублей",-90442795,348645,vk,"{
  ""place"": null,
  ""bundles"": [
    {
      ""name"": ""усиленная пружина"",
      ""quantity"": ""1"",
      ""price"": 4000,
      ""currency"": ""RUB""
    }
  ]
}"
"Распродажа
Вешалка-органайзер для одежды.
Цена: 100р
Цена:  от 5шт 75р
Арт: 9-39",-203393330,144702,vk,"{
    ""bundles"": [
        {
            ""name"": ""Вешалка-органайзер для одежды"",
            ""quantity"": ""1"",
            ""price"": 100,
            ""currency"": ""RUB""
        },
        {
            ""name"": ""Вешалка-органайзер для одежды"",
            ""quantity"": ""5"",
            ""price"": 375,
            ""currency"": ""RUB""
        }
    ]
}"
"- легкая сумка, 30 
- винтажные серьги, 150
- серьги из кристаллов, 50
- ожерелье из кристаллов, 30
- серьги грузинского дизайнера, серебро, 200",1332882905,624455,tg,"{
  ""place"": null,
  ""bundles"": [
    {
      ""name"": ""легкая сумка"",
      ""quantity"": ""1"",
      ""price"": 30,
      ""currency"": ""RUB""
    },
    {
      ""name"": ""винтажные серьги"",
      ""quantity"": ""1"",
      ""price"": 150,
      ""currency"": ""RUB""
    },
    {
      ""name"": ""серьги из кристаллов"",
      ""quantity"": ""1"",
      ""price"": 50,
      ""currency"": ""RUB""
    },
    {
      ""name"": ""ожерелье из кристаллов"",
      ""quantity"": ""1"",
      ""price"": 30,
      ""currency"": ""RUB""
    },
    {
      ""name"": ""серьги грузинского дизайнера, серебро"",
      ""quantity"": ""1"",
      ""price"": 200,
      ""currency"": ""RUB""
    }
  ]
}"
"Распродажа 
Платья 
Цена: 300р
Размер: 44-46-48-50 
Без выбора цвета 
Арт: 2Г-14 корпус Б",-206817857,65414,vk,"{
  ""place"": ""Арт: 2Г-14 корпус Б"",
  ""bundles"": [
    {
      ""name"": ""Платья размер 44-46-48-50"",
      ""quantity"": ""1"",
      ""price"": 300,
      ""currency"": ""RUB""
    }
  ]
}"
"#БНИ_продамБу_Москва
#БНИ_продам_Авито +5%

1) Продаю комплект «Оскверненный Грааль» + «Эхо Прошлого» + «Ниав». Состояние идеальное, четыре партии. Комплект не разбиваю.

10 000 рублей.

2) Продаю «Бестиарий Сигиллума. Коллекционное издание». Есть небольшие повреждения от падения со шкафа, компоненты без изменений, три партии. Вариант для тех, кто хочет решить, нужно ли ему брать юбилейное издание.

2 000 рублей. 

Отдам при личной встрече в Москве по линии метро, при самовывозе или отправлю Авито со стандартным +5%.",-114967596,593526,vk,"{
  ""place"": ""Москва, линия метро, самовывоз или отправка Авито +5%"",
  ""bundles"": [
    {
      ""name"": ""Комплект «Оскверненный Грааль» + «Эхо Прошлого» + «Ниав»"",
      ""quantity"": ""1"",
      ""price"": 10000,
      ""currency"": ""RUB""
    },
    {
      ""name"": ""«Бестиарий Сигиллума. Коллекционное издание»"",
      ""quantity"": ""1"",
      ""price"": 2000,
      ""currency"": ""RUB""
    }
  ]
}"
"Распродажа 
Набор карандаш  для губ 
В наборе 12шт
Цена: 180р за набор 
Арт: 9-35",-206817857,85670,vk,"{
  ""place"": null,
  ""bundles"": [
    {
      ""name"": ""Набор карандаш для губ"",
      ""quantity"": ""12 шт"",
      ""price"": 180,
      ""currency"": ""RUB""
    }
  ]
}"
"продам контактные линзы pure vision 2 hd, которые можно носить месяц не снимая. упаковка новая, запечатанная, 6 штук на -2.75. ошиблась с диоптриями при заказе. 75 лари за упаковку. нахожусь в глдани, можем встретиться по линии метро. whatsapp, telegram +79833163029",1332882905,473472,tg,"{
  ""place"": ""Глдани, встреча по линии метро"",
  ""bundles"": [
    {
      ""name"": ""Контактные линзы Pure Vision 2 HD, упаковка"",
      ""quantity"": ""6 штук"",
      ""price"": 75,
      ""currency"": ""GEL""
    }
  ]
}"
"Жилетка женская Tommy hilfiger. Новая.Отличного качества, очень стильная. По размерам уточняйте. Возможна доставка доставка в пределах КАД 300руб.Отправлю по России.
#барахолка #барахолка@networksales #продам #объявления #товары #спб",-1485,207028,vk,"{
  ""place"": ""В пределах КАД, возможна отправка по России""
}"
"самокат 
цена 150 лари  
в идеальном состоянии",1332882905,630940,tg,"{
  ""place"": null,
  ""bundles"": [
    {
      ""name"": ""самокат в идеальном состоянии"",
      ""quantity"": ""1"",
      ""price"": 150,
      ""currency"": ""GEL""
    }
  ]
}"
"🎀Новые нарядные платья с биркой!
Отличное качество!
Цены от 1300 до 1700
Размеры от 98 до 134
Отправлю замеры, дополнительные фото и видео, по запросу в сообщениях. 
Самовывоз, по Москве возможна доставка в вечернее время. Отправка почтой только по предоплате 🌸",-48332904,709687,vk,"{
  ""place"": ""Москва, самовывоз или доставка в вечернее время, отправка почтой по предоплате"",
  ""bundles"": [
    {
      ""name"": ""Нарядные платья с биркой"",
      ""quantity"": ""1"",
      ""price"": 1300,
      ""currency"": ""RUB""
    }
  ]
}"
"продам новый нераспечатанный steam deck на 256gb. эта версия включает в себя эксклюзивный фон профиля в steam и кейс.
заказывал в steam за 529$ + доставка + пошлина. отдам за 1850 1800 лари ($700), дешевле не найдете. забрать можно в сабуртало.",1332882905,338480,tg,"{
  ""place"": ""сабуртало"",
  ""bundles"": [
    {
      ""name"": ""новый нераспечатанный steam deck на 256gb с эксклюзивным фоном профиля и кейсом"",
      ""quantity"": ""1"",
      ""price"": 1800,
      ""currency"": ""лари""
    }
  ]
}"
"срочно продам конвекторный обогреватель в связи с переездом, luxell hc-2947. состояние отличное. покупался за 120 лари, отдаю за 50.",1332882905,337493,tg,"{
  ""place"": null,
  ""bundles"": [
    {
      ""name"": ""конвекторный обогреватель Luxell HC-2947"",
      ""quantity"": ""1"",
      ""price"": 50,
      ""currency"": ""GEL""
    }
  ]
}"
продаётся собрание сочинений чехова в 12  томах 60 лари,1332882905,848884,tg,"{
  ""place"": null,
  ""bundles"": [
    {
      ""name"": ""собрание сочинений Чехова в 12 томах"",
      ""quantity"": ""12 томов"",
      ""price"": 60,
      ""currency"": ""лари""
    }
  ]
}"
"раскладной стул. покупали летом.
30 лар
исани
продано",1332882905,713873,tg,"{
  ""place"": ""исани""
}"
"продам игрушки ручной работы
 • пикачу (рост до головы 22 см, до ушей 27 см). цена 100 лари
 • мишка паддингтон (рост 13 см без шляпы), одежда съёмная. цена 35 лари
 • кот изумруд (рост 26 см). цена 50 лари",1332882905,512403,tg,"{
  ""place"": null,
  ""bundles"": [
    {
      ""name"": ""пикачу ручной работы"",
      ""quantity"": ""1"",
      ""price"": 100,
      ""currency"": ""GEL""
    },
    {
      ""name"": ""мишка паддингтон ручной работы"",
      ""quantity"": ""1"",
      ""price"": 35,
      ""currency"": ""GEL""
    },
    {
      ""name"": ""кот изумруд ручной работы"",
      ""quantity"": ""1"",
      ""price"": 50,
      ""currency"": ""GEL""
    }
  ]
}"
"нашел 13 айфон. в парке мзиури, турист в данном городе, так что боюсь связываться с органами. нашел в парке мзиури.",1332882905,832581,tg,"{
  ""place"": ""парк мзиури"",
  ""bundles"": []
}"
"- тостер, покупался в тбилиси, в использовании менее полугода, 30 лари
- термос berghoff 30 лари 0.5л. покупался в тбилиси за 62, использовался 1 раз.
- универсальное зарядное устройство nitecore, li-ion, ni-mh итд + акумы  20 лари
- пылесос xiaomi + 2 насадки. сосет что надо 😏 80 лари
- большой брендовый сноубордический набор 🏂🏂🏂, есть все-все-все,  2000 лари. собрать такой новый даже не в сезон будет стоить 4к+",1332882905,448939,tg,"{
  ""place"": ""Тбилиси"",
  ""bundles"": [
    {
      ""name"": ""Тостер"",
      ""quantity"": ""1"",
      ""price"": 30,
      ""currency"": ""лари""
    },
    {
      ""name"": ""Термос Berghoff 0.5л"",
      ""quantity"": ""1"",
      ""price"": 30,
      ""currency"": ""лари""
    },
    {
      ""name"": ""Универсальное зарядное устройство Nitecore с аккумуляторами"",
      ""quantity"": ""1"",
      ""price"": 20,
      ""currency"": ""лари""
    },
    {
      ""name"": ""Пылесос Xiaomi с 2 насадками"",
      ""quantity"": ""1"",
      ""price"": 80,
      ""currency"": ""лари""
    },
    {
      ""name"": ""Большой брендовый сноубордический набор"",
      ""quantity"": ""1"",
      ""price"": 2000,
      ""currency"": ""лари""
    }
  ]
}"
наушники беспроводные  awei q3 . супер звук.  продажа в связи с переездом с острова с минимумом вещей. идеальное состояние. символическая цена 30е. гермасойа.  лимассол,1121942433,332141,tg,"{
  ""place"": ""Лимассол"",
  ""bundles"": [
    {
      ""name"": ""Наушники беспроводные Awei Q3"",
      ""quantity"": ""1"",
      ""price"": 30,
      ""currency"": ""EUR""
    }
  ]
}"
